Filtering the log data using "subsystem CONTAINS "dev.contextify""
Timestamp               Ty Process[PID:TID]
2025-11-14 22:49:52.445 I  Contextify[90620:13832cc] [dev.contextify:TranscriptOrchestrator] ✅ Project creation verified: <private>
2025-11-14 22:49:52.445 I  Contextify[90620:13832cc] [dev.contextify:ProjectDiscovery] Ingesting Claude transcripts for project_id: 29ACDBE4-C139-4764-9EAC-9CAC7631C0B0 (path: /Users/rob/code/projects/contextify-worker-bee)
2025-11-14 22:49:52.455 I  Contextify[90620:13832cc] [dev.contextify:TranscriptOrchestrator] Upserted 9 transcripts for project <private> (9 new)
2025-11-14 22:49:52.456 I  Contextify[90620:138327f] [dev.contextify:ProjectsViewModel] [PSTATE-PROGRESS] discoveryProgress: 4/16 projects, 0/0 transcripts
2025-11-14 22:49:52.456 I  Contextify[90620:138327f] [dev.contextify:WelcomeModal] [WMODAL-BARS] Showing progress bars: 4/16 projects
2025-11-14 22:49:52.457 I  Contextify[90620:138327f] [dev.contextify:UIRender] [TIMELINE-LOADING] Showing loading indicator (isIngesting=true, progress=4/16)
2025-11-14 22:49:52.459 I  Contextify[90620:138327f] [dev.contextify:WelcomeModal] [WMODAL-BARS] Showing progress bars: 4/16 projects
2025-11-14 22:49:52.460 I  Contextify[90620:138327f] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 22:49:52.461 I  Contextify[90620:138327f] [dev.contextify:ProjectDiscovery] Searching for Claude dir matching: /Users/rob/code/personal/job-hunt-2025
2025-11-14 22:49:52.463 I  Contextify[90620:138327f] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 22:49:52.464 I  Contextify[90620:13832cc] [dev.contextify:TranscriptOrchestrator] Created new project: <private> for path: <private>
2025-11-14 22:49:52.464 I  Contextify[90620:13832cc] [dev.contextify:TranscriptOrchestrator] ✅ Project creation verified: <private>
2025-11-14 22:49:52.464 I  Contextify[90620:13832cc] [dev.contextify:ProjectDiscovery] Ingesting Claude transcripts for project_id: C2AD1C1F-82D8-47B7-B473-EC8192A580CF (path: /Users/rob/code/personal/job-hunt-2025)
2025-11-14 22:49:52.507 I  Contextify[90620:13832cc] [dev.contextify:TranscriptOrchestrator] Upserted 15 transcripts for project <private> (15 new)
2025-11-14 22:49:52.507 I  Contextify[90620:138327f] [dev.contextify:ProjectsViewModel] [PSTATE-PROGRESS] discoveryProgress: 5/16 projects, 0/0 transcripts
2025-11-14 22:49:52.507 I  Contextify[90620:138327f] [dev.contextify:WelcomeModal] [WMODAL-BARS] Showing progress bars: 5/16 projects
2025-11-14 22:49:52.508 I  Contextify[90620:138327f] [dev.contextify:UIRender] [TIMELINE-LOADING] Showing loading indicator (isIngesting=true, progress=5/16)
2025-11-14 22:49:52.510 I  Contextify[90620:138327f] [dev.contextify:WelcomeModal] [WMODAL-BARS] Showing progress bars: 5/16 projects
2025-11-14 22:49:52.512 I  Contextify[90620:138327f] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 22:49:52.512 I  Contextify[90620:138327f] [dev.contextify:ProjectDiscovery] Searching for Claude dir matching: /Users/rob/code/personal/correspondence/oregon-employment-dept
2025-11-14 22:49:52.520 I  Contextify[90620:138327f] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 22:49:52.521 I  Contextify[90620:13832cc] [dev.contextify:TranscriptOrchestrator] Created new project: <private> for path: <private>
2025-11-14 22:49:52.521 I  Contextify[90620:13832cc] [dev.contextify:TranscriptOrchestrator] ✅ Project creation verified: <private>
2025-11-14 22:49:52.521 I  Contextify[90620:13832cc] [dev.contextify:ProjectDiscovery] Ingesting Claude transcripts for project_id: FC49D802-7945-451A-8923-68E40884229E (path: /Users/rob/code/personal/correspondence/oregon-employment-dept)
2025-11-14 22:49:52.527 I  Contextify[90620:13832cc] [dev.contextify:TranscriptOrchestrator] Upserted 3 transcripts for project <private> (3 new)
2025-11-14 22:49:52.528 I  Contextify[90620:138327f] [dev.contextify:ProjectsViewModel] [PSTATE-PROGRESS] discoveryProgress: 6/16 projects, 0/0 transcripts
2025-11-14 22:49:52.528 I  Contextify[90620:138327f] [dev.contextify:UIRender] [TIMELINE-LOADING] Showing loading indicator (isIngesting=true, progress=6/16)
2025-11-14 22:49:52.529 I  Contextify[90620:138327f] [dev.contextify:WelcomeModal] [WMODAL-BARS] Showing progress bars: 6/16 projects
2025-11-14 22:49:52.531 I  Contextify[90620:138327f] [dev.contextify:WelcomeModal] [WMODAL-BARS] Showing progress bars: 6/16 projects
2025-11-14 22:49:52.533 I  Contextify[90620:138327f] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 22:49:52.533 I  Contextify[90620:138327f] [dev.contextify:ProjectDiscovery] Searching for Claude dir matching: /Users/rob/Desktop/Video/Star Wars/Star Wars Episode I The Phantom Menace (1999) [1080p]
2025-11-14 22:49:52.541 I  Contextify[90620:138327f] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 22:49:52.542 I  Contextify[90620:13832cc] [dev.contextify:TranscriptOrchestrator] Created new project: <private> for path: <private>
2025-11-14 22:49:52.542 I  Contextify[90620:13832cc] [dev.contextify:TranscriptOrchestrator] ✅ Project creation verified: <private>
2025-11-14 22:49:52.542 I  Contextify[90620:13832cc] [dev.contextify:ProjectDiscovery] Ingesting Claude transcripts for project_id: 83D643C6-3DD6-48E8-A1F5-B899E9EEA0E9 (path: /Users/rob/Desktop/Video/Star Wars/Star Wars Episode I The Phantom Menace (1999) [1080p])
2025-11-14 22:49:52.545 I  Contextify[90620:13832cc] [dev.contextify:TranscriptOrchestrator] Upserted 3 transcripts for project <private> (3 new)
2025-11-14 22:49:52.545 I  Contextify[90620:138327f] [dev.contextify:ProjectsViewModel] [PSTATE-PROGRESS] discoveryProgress: 7/16 projects, 0/0 transcripts
2025-11-14 22:49:52.546 I  Contextify[90620:138327f] [dev.contextify:UIRender] [TIMELINE-LOADING] Showing loading indicator (isIngesting=true, progress=7/16)
2025-11-14 22:49:52.547 I  Contextify[90620:138327f] [dev.contextify:WelcomeModal] [WMODAL-BARS] Showing progress bars: 7/16 projects
2025-11-14 22:49:52.548 I  Contextify[90620:138327f] [dev.contextify:WelcomeModal] [WMODAL-BARS] Showing progress bars: 7/16 projects
2025-11-14 22:49:52.550 I  Contextify[90620:138327f] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 22:49:52.550 I  Contextify[90620:138327f] [dev.contextify:ProjectDiscovery] Searching for Claude dir matching: /Users/rob/code/projects/cli-ai-setup
2025-11-14 22:49:52.557 I  Contextify[90620:138327f] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 22:49:52.558 I  Contextify[90620:138330c] [dev.contextify:TranscriptOrchestrator] Created new project: <private> for path: <private>
2025-11-14 22:49:52.558 I  Contextify[90620:138330c] [dev.contextify:TranscriptOrchestrator] ✅ Project creation verified: <private>
2025-11-14 22:49:52.558 I  Contextify[90620:138330c] [dev.contextify:ProjectDiscovery] Ingesting Claude transcripts for project_id: 1E712698-2F4A-4BBB-91A4-50EC0140F018 (path: /Users/rob/code/projects/cli-ai-setup)
2025-11-14 22:49:52.573 I  Contextify[90620:138330c] [dev.contextify:TranscriptOrchestrator] Upserted 19 transcripts for project <private> (19 new)
2025-11-14 22:49:52.574 I  Contextify[90620:138327f] [dev.contextify:ProjectsViewModel] [PSTATE-PROGRESS] discoveryProgress: 8/16 projects, 0/0 transcripts
2025-11-14 22:49:52.574 I  Contextify[90620:138327f] [dev.contextify:UIRender] [TIMELINE-LOADING] Showing loading indicator (isIngesting=true, progress=8/16)
2025-11-14 22:49:52.575 I  Contextify[90620:138327f] [dev.contextify:WelcomeModal] [WMODAL-BARS] Showing progress bars: 8/16 projects
2025-11-14 22:49:52.576 I  Contextify[90620:138327f] [dev.contextify:WelcomeModal] [WMODAL-BARS] Showing progress bars: 8/16 projects
2025-11-14 22:49:52.578 I  Contextify[90620:138327f] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 22:49:52.578 I  Contextify[90620:138327f] [dev.contextify:ProjectDiscovery] Searching for Claude dir matching: /Users/rob/code/personal/recovery
2025-11-14 22:49:52.585 I  Contextify[90620:138327f] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 22:49:52.586 I  Contextify[90620:138330c] [dev.contextify:TranscriptOrchestrator] Created new project: <private> for path: <private>
2025-11-14 22:49:52.586 I  Contextify[90620:138330c] [dev.contextify:TranscriptOrchestrator] ✅ Project creation verified: <private>
2025-11-14 22:49:52.586 I  Contextify[90620:138330c] [dev.contextify:ProjectDiscovery] Ingesting Claude transcripts for project_id: EF2DC45A-0C6B-4395-B9F4-1E7CE6FFDF97 (path: /Users/rob/code/personal/recovery)
2025-11-14 22:49:52.605 I  Contextify[90620:138330c] [dev.contextify:TranscriptOrchestrator] Upserted 4 transcripts for project <private> (4 new)
2025-11-14 22:49:52.606 I  Contextify[90620:138327f] [dev.contextify:ProjectsViewModel] [PSTATE-PROGRESS] discoveryProgress: 9/16 projects, 0/0 transcripts
2025-11-14 22:49:52.606 I  Contextify[90620:138327f] [dev.contextify:UIRender] [TIMELINE-LOADING] Showing loading indicator (isIngesting=true, progress=9/16)
2025-11-14 22:49:52.607 I  Contextify[90620:138327f] [dev.contextify:WelcomeModal] [WMODAL-BARS] Showing progress bars: 9/16 projects
2025-11-14 22:49:52.608 I  Contextify[90620:138327f] [dev.contextify:WelcomeModal] [WMODAL-BARS] Showing progress bars: 9/16 projects
2025-11-14 22:49:52.610 I  Contextify[90620:138327f] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 22:49:52.610 I  Contextify[90620:138327f] [dev.contextify:ProjectDiscovery] Searching for Claude dir matching: /Users/rob/code
2025-11-14 22:49:52.617 I  Contextify[90620:138327f] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 22:49:52.617 I  Contextify[90620:138330c] [dev.contextify:TranscriptOrchestrator] Created new project: <private> for path: <private>
2025-11-14 22:49:52.618 I  Contextify[90620:138330c] [dev.contextify:TranscriptOrchestrator] ✅ Project creation verified: <private>
2025-11-14 22:49:52.618 I  Contextify[90620:138330c] [dev.contextify:ProjectDiscovery] Ingesting Claude transcripts for project_id: 74102131-1587-4C48-9CA8-CA626C08B638 (path: /Users/rob/code)
2025-11-14 22:49:52.620 I  Contextify[90620:138330c] [dev.contextify:TranscriptOrchestrator] Upserted 3 transcripts for project <private> (3 new)
2025-11-14 22:49:52.620 I  Contextify[90620:138327f] [dev.contextify:ProjectsViewModel] [PSTATE-PROGRESS] discoveryProgress: 10/16 projects, 0/0 transcripts
2025-11-14 22:49:52.621 I  Contextify[90620:138327f] [dev.contextify:UIRender] [TIMELINE-LOADING] Showing loading indicator (isIngesting=true, progress=10/16)
2025-11-14 22:49:52.622 I  Contextify[90620:138327f] [dev.contextify:WelcomeModal] [WMODAL-BARS] Showing progress bars: 10/16 projects
2025-11-14 22:49:52.623 I  Contextify[90620:138327f] [dev.contextify:WelcomeModal] [WMODAL-BARS] Showing progress bars: 10/16 projects
2025-11-14 22:49:52.625 I  Contextify[90620:138327f] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 22:49:52.625 I  Contextify[90620:138327f] [dev.contextify:ProjectDiscovery] Searching for Claude dir matching: /Users/rob/code/personal
2025-11-14 22:49:52.631 I  Contextify[90620:138327f] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 22:49:52.631 I  Contextify[90620:138330c] [dev.contextify:TranscriptOrchestrator] Created new project: <private> for path: <private>
2025-11-14 22:49:52.631 I  Contextify[90620:138330c] [dev.contextify:TranscriptOrchestrator] ✅ Project creation verified: <private>
2025-11-14 22:49:52.631 I  Contextify[90620:138330c] [dev.contextify:ProjectDiscovery] Ingesting Claude transcripts for project_id: 3FC80071-3F06-47CB-A6B4-1FD010BC758D (path: /Users/rob/code/personal)
2025-11-14 22:49:52.632 I  Contextify[90620:138330c] [dev.contextify:TranscriptOrchestrator] Upserted 1 transcripts for project <private> (1 new)
2025-11-14 22:49:52.632 I  Contextify[90620:138327f] [dev.contextify:ProjectsViewModel] [PSTATE-PROGRESS] discoveryProgress: 11/16 projects, 0/0 transcripts
2025-11-14 22:49:52.633 I  Contextify[90620:138327f] [dev.contextify:UIRender] [TIMELINE-LOADING] Showing loading indicator (isIngesting=true, progress=11/16)
2025-11-14 22:49:52.634 I  Contextify[90620:138327f] [dev.contextify:WelcomeModal] [WMODAL-BARS] Showing progress bars: 11/16 projects
2025-11-14 22:49:52.635 I  Contextify[90620:138327f] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 22:49:52.635 I  Contextify[90620:138327f] [dev.contextify:ProjectDiscovery] Searching for Claude dir matching: /Users/rob/code/projects
2025-11-14 22:49:52.641 I  Contextify[90620:138327f] [dev.contextify:WelcomeModal] [WMODAL-BARS] Showing progress bars: 11/16 projects
2025-11-14 22:49:52.643 I  Contextify[90620:138327f] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 22:49:52.643 I  Contextify[90620:138330c] [dev.contextify:TranscriptOrchestrator] Created new project: <private> for path: <private>
2025-11-14 22:49:52.643 I  Contextify[90620:138330c] [dev.contextify:TranscriptOrchestrator] ✅ Project creation verified: <private>
2025-11-14 22:49:52.643 I  Contextify[90620:138330c] [dev.contextify:ProjectDiscovery] Ingesting Claude transcripts for project_id: 616CF11C-94DF-49A6-A362-DCD4AC84859E (path: /Users/rob/code/projects)
2025-11-14 22:49:52.652 I  Contextify[90620:138330c] [dev.contextify:TranscriptOrchestrator] Upserted 6 transcripts for project <private> (6 new)
2025-11-14 22:49:52.652 I  Contextify[90620:138327f] [dev.contextify:ProjectsViewModel] [PSTATE-PROGRESS] discoveryProgress: 12/16 projects, 0/0 transcripts
2025-11-14 22:49:52.652 I  Contextify[90620:138327f] [dev.contextify:UIRender] [TIMELINE-LOADING] Showing loading indicator (isIngesting=true, progress=12/16)
2025-11-14 22:49:52.653 I  Contextify[90620:138327f] [dev.contextify:WelcomeModal] [WMODAL-BARS] Showing progress bars: 12/16 projects
2025-11-14 22:49:52.654 I  Contextify[90620:138327f] [dev.contextify:WelcomeModal] [WMODAL-BARS] Showing progress bars: 12/16 projects
2025-11-14 22:49:52.656 I  Contextify[90620:138327f] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 22:49:52.656 I  Contextify[90620:138327f] [dev.contextify:ProjectDiscovery] Searching for Claude dir matching: /Users/rob/code/projects/banagale.com
2025-11-14 22:49:52.661 I  Contextify[90620:138327f] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 22:49:52.662 I  Contextify[90620:138330c] [dev.contextify:TranscriptOrchestrator] Created new project: <private> for path: <private>
2025-11-14 22:49:52.662 I  Contextify[90620:138330c] [dev.contextify:TranscriptOrchestrator] ✅ Project creation verified: <private>
2025-11-14 22:49:52.662 I  Contextify[90620:138330c] [dev.contextify:ProjectDiscovery] Ingesting Claude transcripts for project_id: DA6BA274-7206-4FB9-A61B-D57B13416325 (path: /Users/rob/code/projects/banagale.com)
2025-11-14 22:49:52.664 I  Contextify[90620:138330c] [dev.contextify:TranscriptOrchestrator] Upserted 3 transcripts for project <private> (3 new)
2025-11-14 22:49:52.664 I  Contextify[90620:138327f] [dev.contextify:ProjectsViewModel] [PSTATE-PROGRESS] discoveryProgress: 13/16 projects, 0/0 transcripts
2025-11-14 22:49:52.665 I  Contextify[90620:138327f] [dev.contextify:UIRender] [TIMELINE-LOADING] Showing loading indicator (isIngesting=true, progress=13/16)
2025-11-14 22:49:52.665 I  Contextify[90620:138327f] [dev.contextify:WelcomeModal] [WMODAL-BARS] Showing progress bars: 13/16 projects
2025-11-14 22:49:52.667 I  Contextify[90620:138327f] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 22:49:52.667 I  Contextify[90620:138327f] [dev.contextify:ProjectDiscovery] Searching for Claude dir matching: /Users/rob/code/personal/correspondence
2025-11-14 22:49:52.670 I  Contextify[90620:138327f] [dev.contextify:WelcomeModal] [WMODAL-BARS] Showing progress bars: 13/16 projects
2025-11-14 22:49:52.671 I  Contextify[90620:138327f] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 22:49:52.672 I  Contextify[90620:138330c] [dev.contextify:TranscriptOrchestrator] Created new project: <private> for path: <private>
2025-11-14 22:49:52.672 I  Contextify[90620:138330c] [dev.contextify:TranscriptOrchestrator] ✅ Project creation verified: <private>
2025-11-14 22:49:52.672 I  Contextify[90620:138330c] [dev.contextify:ProjectDiscovery] Ingesting Claude transcripts for project_id: A2C01590-2FF4-4CCF-837C-C49015F8D763 (path: /Users/rob/code/personal/correspondence)
2025-11-14 22:49:52.678 I  Contextify[90620:138330c] [dev.contextify:TranscriptOrchestrator] Upserted 7 transcripts for project <private> (7 new)
2025-11-14 22:49:52.678 I  Contextify[90620:138327f] [dev.contextify:ProjectsViewModel] [PSTATE-PROGRESS] discoveryProgress: 14/16 projects, 0/0 transcripts
2025-11-14 22:49:52.679 I  Contextify[90620:138327f] [dev.contextify:UIRender] [TIMELINE-LOADING] Showing loading indicator (isIngesting=true, progress=14/16)
2025-11-14 22:49:52.680 I  Contextify[90620:138327f] [dev.contextify:WelcomeModal] [WMODAL-BARS] Showing progress bars: 14/16 projects
2025-11-14 22:49:52.681 I  Contextify[90620:138327f] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 22:49:52.681 I  Contextify[90620:138327f] [dev.contextify:ProjectDiscovery] Searching for Claude dir matching: /Users/rob
2025-11-14 22:49:52.683 I  Contextify[90620:138327f] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 22:49:52.683 I  Contextify[90620:138330c] [dev.contextify:TranscriptOrchestrator] Created new project: <private> for path: <private>
2025-11-14 22:49:52.684 I  Contextify[90620:138330c] [dev.contextify:TranscriptOrchestrator] ✅ Project creation verified: <private>
2025-11-14 22:49:52.684 I  Contextify[90620:138330c] [dev.contextify:ProjectDiscovery] Ingesting Claude transcripts for project_id: 3AEC050A-A71E-47C4-BB4A-77525ED03D23 (path: /Users/rob)
2025-11-14 22:49:52.686 I  Contextify[90620:138327f] [dev.contextify:WelcomeModal] [WMODAL-BARS] Showing progress bars: 14/16 projects
2025-11-14 22:49:52.695 I  Contextify[90620:138330c] [dev.contextify:TranscriptOrchestrator] Upserted 5 transcripts for project <private> (5 new)
2025-11-14 22:49:52.695 I  Contextify[90620:138330c] [dev.contextify:TranscriptOrchestrator] Found existing project: <private> for path: <private>
2025-11-14 22:49:52.695 I  Contextify[90620:138330c] [dev.contextify:TranscriptOrchestrator] Upserted 0 transcripts for project <private> (0 new)
2025-11-14 22:49:52.695 I  Contextify[90620:138327f] [dev.contextify:ProjectsViewModel] [PSTATE-PROGRESS] discoveryProgress: 15/16 projects, 0/0 transcripts
2025-11-14 22:49:52.695 I  Contextify[90620:138327f] [dev.contextify:WelcomeModal] [WMODAL-BARS] Showing progress bars: 15/16 projects
2025-11-14 22:49:52.696 I  Contextify[90620:138327f] [dev.contextify:UIRender] [TIMELINE-LOADING] Showing loading indicator (isIngesting=true, progress=15/16)
2025-11-14 22:49:52.698 I  Contextify[90620:138327f] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 22:49:52.698 I  Contextify[90620:138327f] [dev.contextify:ProjectDiscovery] Searching for Claude dir matching: /Users/rob/code/personal/job-hunt-2025/interviews
2025-11-14 22:49:52.699 I  Contextify[90620:138327f] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 22:49:52.699 I  Contextify[90620:138330c] [dev.contextify:TranscriptOrchestrator] Created new project: <private> for path: <private>
2025-11-14 22:49:52.700 I  Contextify[90620:138330c] [dev.contextify:TranscriptOrchestrator] ✅ Project creation verified: <private>
2025-11-14 22:49:52.700 I  Contextify[90620:138330c] [dev.contextify:ProjectDiscovery] Ingesting Claude transcripts for project_id: 84B37D35-F28F-400A-973C-3B087F71141A (path: /Users/rob/code/personal/job-hunt-2025/interviews)
2025-11-14 22:49:52.700 I  Contextify[90620:138330c] [dev.contextify:TranscriptOrchestrator] Upserted 1 transcripts for project <private> (1 new)
2025-11-14 22:49:52.701 I  Contextify[90620:138327f] [dev.contextify:ProjectsViewModel] [PSTATE-PROGRESS] discoveryProgress: 16/16 projects, 0/0 transcripts
2025-11-14 22:49:52.701 I  Contextify[90620:138327f] [dev.contextify:WelcomeModal] [WMODAL-BARS] Showing progress bars: 16/16 projects
2025-11-14 22:49:52.701 I  Contextify[90620:138327f] [dev.contextify:UIRender] [TIMELINE-LOADING] Showing loading indicator (isIngesting=true, progress=16/16)
2025-11-14 22:49:52.703 I  Contextify[90620:138327f] [dev.contextify:WelcomeModal] [WMODAL-BARS] Showing progress bars: 16/16 projects
2025-11-14 22:49:52.704 I  Contextify[90620:138327f] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 22:49:52.704 I  Contextify[90620:138327f] [dev.contextify:ProjectDiscovery] Searching for Claude dir matching: /Users/rob/code/projects/webviewer
2025-11-14 22:49:52.706 I  Contextify[90620:138327f] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 22:49:52.706 I  Contextify[90620:138330c] [dev.contextify:TranscriptOrchestrator] Created new project: <private> for path: <private>
2025-11-14 22:49:52.706 I  Contextify[90620:138330c] [dev.contextify:TranscriptOrchestrator] ✅ Project creation verified: <private>
2025-11-14 22:49:52.706 I  Contextify[90620:138330c] [dev.contextify:ProjectDiscovery] Ingesting Claude transcripts for project_id: 70A09FAF-8647-446C-92E0-6BA4FF9C95EC (path: /Users/rob/code/projects/webviewer)
2025-11-14 22:49:52.709 I  Contextify[90620:138330c] [dev.contextify:TranscriptOrchestrator] Upserted 3 transcripts for project <private> (3 new)
2025-11-14 22:49:52.709 I  Contextify[90620:138327f] [dev.contextify:ProjectsViewModel] [PSTATE-PROGRESS] discoveryProgress: 16/16 projects, 0/0 transcripts
2025-11-14 22:49:52.709 I  Contextify[90620:138327f] [dev.contextify:WelcomeModal] [WMODAL-BARS] Showing progress bars: 16/16 projects
2025-11-14 22:49:52.710 I  Contextify[90620:138327f] [dev.contextify:UIRender] [TIMELINE-LOADING] Showing loading indicator (isIngesting=true, progress=16/16)
2025-11-14 22:49:52.711 I  Contextify[90620:138327f] [dev.contextify.timeline:ConversationMonitor] 📨 [TIMELINE-REFRESH-INGESTION] Received projectsIngestionComplete notification
2025-11-14 22:49:52.711 I  Contextify[90620:138327f] [dev.contextify.timeline:ConversationMonitor] 🔄 [TIMELINE-REFRESH-INGESTION] Metadata discovery complete, reloading timeline (may be empty until hoovering finishes)...
2025-11-14 22:49:52.711 I  Contextify[90620:138327f] [dev.contextify.timeline:ConversationMonitor] 🔍 [TIMELINE-REFRESH-INGESTION] isMonitoring=true (refreshing regardless)
2025-11-14 22:49:52.711 I  Contextify[90620:138330c] [dev.contextify:ProjectDiscovery] Posted .projectsIngestionComplete notification after metadata discovery (hoovering handled separately by ProjectActivityMonitor)
2025-11-14 22:49:52.711 I  Contextify[90620:138327f] [dev.contextify.timeline:ConversationMonitor] [TIMELINE-LOAD] primer start; projectId=2A3837A6-02E0-47E4-B12C-9E8C3AB1ADD8
2025-11-14 22:49:52.711 I  Contextify[90620:138330c] [dev.contextify:ProjectDiscovery] Ingestion complete for all projects
2025-11-14 22:49:52.711 I  Contextify[90620:138327f] [dev.contextify.timeline:ConversationMonitor] [UIOPT-BRANCH] phase → loading
2025-11-14 22:49:52.711 I  Contextify[90620:138327f] [dev.contextify.timeline:ConversationMonitor] ✅ [TIMELINE-REFRESH-INGESTION] Timeline feed reloaded (0 entries - hoovering continues in background)
2025-11-14 22:49:52.711 I  Contextify[90620:138327f] [dev.contextify:UIRender] [TIMELINE-LOADING] Showing loading indicator (isIngesting=true, progress=16/16)
2025-11-14 22:49:52.711 I  Contextify[90620:138327f] [dev.contextify:ProjectSwitcher] ProjectSwitcher: received .projectsIngestionComplete notification - refreshing projects
2025-11-14 22:49:52.711 I  Contextify[90620:138327f] [dev.contextify:ProjectSwitcher] [SWITCHER-REFRESH] Starting refresh of project list
2025-11-14 22:49:52.711 I  Contextify[90620:138327f] [dev.contextify:ProjectSwitcher] [SWITCHER-SORT-START] Querying projects sorted by activity
2025-11-14 22:49:52.712 I  Contextify[90620:138327f] [dev.contextify:ProjectSwitcher] [SWITCHER-SORT-QUERY] Got 17 projects from DB
2025-11-14 22:49:52.712 I  Contextify[90620:138327f] [dev.contextify:ProjectSwitcher] [SWITCHER-SORT-DEBUG] Projects with display_order: 17, without: 0
2025-11-14 22:49:52.712 I  Contextify[90620:138327f] [dev.contextify:ProjectSwitcher] [SWITCHER-SORTED] Tab order (first 10): /Users/rob/Library/Containers/PeterPym.Contextify.Debug/Data [order=0] | /Users/rob/code/projects/contextify [order=1] | /Users/rob/code/consulting/cloaked-email-litigation [order=2] | /Users/rob/code/projects/contextify-worker-bee [order=3] | /Users/rob/code/personal/job-hunt-2025 [order=4] | /Users/rob/code/personal/correspondence/oregon-employment-dept [order=5] | /Users/rob/Desktop/Video/Star Wars/Star Wars Episode I The Phantom Menace (1999) [1080p] [order=6] | /Users/rob/code/projects/cli-ai-setup [order=7] | /Users/rob/code/personal/recovery [order=8] | /Users/rob/code [order=9]
2025-11-14 22:49:52.712 I  Contextify[90620:138327f] [dev.contextify:ProjectsViewModel] [VIEWMODEL-FASTPATH] Calling runFastPath with activeProjectId: 2A3837A6-02E0-47E4-B12C-9E8C3AB1ADD8 projectIds: 16
2025-11-14 22:49:52.712 I  Contextify[90620:138327f] [dev.contextify:ProjectSwitcher] [ORPHAN-TAB-HIDE] action=show project=74102131-1587-4C48-9CA8-CA626C08B638
2025-11-14 22:49:52.712 I  Contextify[90620:138327f] [dev.contextify:ProjectSwitcher] [ORPHAN-TAB-HIDE] action=show project=3AEC050A-A71E-47C4-BB4A-77525ED03D23
2025-11-14 22:49:52.712 I  Contextify[90620:138327f] [dev.contextify:ProjectSwitcher] [ORPHAN-TAB-HIDE] action=show project=84B37D35-F28F-400A-973C-3B087F71141A
2025-11-14 22:49:52.712 I  Contextify[90620:138327f] [dev.contextify:ProjectSwitcher] [ORPHAN-TAB-HIDE] action=show project=A2C01590-2FF4-4CCF-837C-C49015F8D763
2025-11-14 22:49:52.712 I  Contextify[90620:138327f] [dev.contextify:ProjectSwitcher] [ORPHAN-TAB-HIDE] action=show project=29ACDBE4-C139-4764-9EAC-9CAC7631C0B0
2025-11-14 22:49:52.712 I  Contextify[90620:138327f] [dev.contextify:ProjectSwitcher] [ORPHAN-TAB-HIDE] action=show project=70A09FAF-8647-446C-92E0-6BA4FF9C95EC
2025-11-14 22:49:52.712 I  Contextify[90620:138330c] [dev.contextify:FastPathIngestion] [FAST-PATH-PREVIEW-START] projects=16 active=2A3837A6-02E0-47E4-B12C-9E8C3AB1ADD8
2025-11-14 22:49:52.712 I  Contextify[90620:138327f] [dev.contextify:ProjectSwitcher] [ORPHAN-TAB-HIDE] action=show project=FC49D802-7945-451A-8923-68E40884229E
