Filtering the log data using "subsystem CONTAINS "dev.contextify""
Timestamp               Ty Process[PID:TID]
2025-11-14 23:07:18.625 I  Contextify[2111:138fd03] [dev.contextify:FastPathIngestion] [FAST-PATH-ENTRY] processProject started for project: /Users/rob/code/personal/job-hunt-2025/interviews
2025-11-14 23:07:18.625 I  Contextify[2111:138fd03] [dev.contextify:FastPathIngestion] [FAST-PATH-TRANSCRIPT] Found 0 transcripts for project /Users/rob/code/personal/job-hunt-2025/interviews
2025-11-14 23:07:18.625 I  Contextify[2111:138fd03] [dev.contextify:FastPathIngestion] [FAST-PATH-FILTER] Filtered 0 targets from 0 total transcripts for project /Users/rob/code/personal/job-hunt-2025/interviews
2025-11-14 23:07:18.625 I  Contextify[2111:138fd03] [dev.contextify:FastPathIngestion] [FAST-PATH-FILTER] No partial transcripts to process, bailing out for project /Users/rob/code/personal/job-hunt-2025/interviews
2025-11-14 23:07:18.625 I  Contextify[2111:138fd03] [dev.contextify:FastPathIngestion] [FAST-PATH-ENTRY] processProject started for project: /Users/rob/code/projects/webviewer
2025-11-14 23:07:18.625 I  Contextify[2111:138fd03] [dev.contextify:FastPathIngestion] [FAST-PATH-TRANSCRIPT] Found 0 transcripts for project /Users/rob/code/projects/webviewer
2025-11-14 23:07:18.625 I  Contextify[2111:138fd03] [dev.contextify:FastPathIngestion] [FAST-PATH-FILTER] Filtered 0 targets from 0 total transcripts for project /Users/rob/code/projects/webviewer
2025-11-14 23:07:18.625 I  Contextify[2111:138fd03] [dev.contextify:FastPathIngestion] [FAST-PATH-FILTER] No partial transcripts to process, bailing out for project /Users/rob/code/projects/webviewer
2025-11-14 23:07:18.625 I  Contextify[2111:138fd03] [dev.contextify:FastPathIngestion] [FAST-PATH-PREVIEW-DONE] duration_ms=4 projects=17
2025-11-14 23:07:18.642 I  Contextify[2111:138fcd3] [dev.contextify:WelcomeModal] [WMODAL-BARS] Showing progress bars: 16/16 projects
2025-11-14 23:07:18.645 I  Contextify[2111:138fd02] [dev.contextify:ProjectDiscovery] Starting project discovery
2025-11-14 23:07:18.648 I  Contextify[2111:138fcd3] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 23:07:18.657 Df Contextify[2111:138fd03] [dev.contextify:ProjectDiscovery] Metadata for /Users/rob/code/projects/webviewer: 3 transcripts, 0 entries, providers: <private>
2025-11-14 23:07:18.657 Df Contextify[2111:138fd02] [dev.contextify:ProjectDiscovery] Metadata for /Users/rob/code/personal/job-hunt-2025/interviews: 1 transcripts, 0 entries, providers: <private>
2025-11-14 23:07:18.657 Df Contextify[2111:138fd03] [dev.contextify:ProjectDiscovery] Metadata for /Users/rob: 5 transcripts, 0 entries, providers: <private>
2025-11-14 23:07:18.657 Df Contextify[2111:138fd02] [dev.contextify:ProjectDiscovery] Metadata for /Users/rob/code/personal/job-hunt-2025: 15 transcripts, 0 entries, providers: <private>
2025-11-14 23:07:18.658 Df Contextify[2111:138fd03] [dev.contextify:ProjectDiscovery] Metadata for /Users/rob/code/personal/correspondence: 7 transcripts, 0 entries, providers: <private>
2025-11-14 23:07:18.658 Df Contextify[2111:138fd41] [dev.contextify:ProjectDiscovery] Metadata for /Users/rob/code/projects/contextify: 530 transcripts, 0 entries, providers: <private>
2025-11-14 23:07:18.659 Df Contextify[2111:138fd41] [dev.contextify:ProjectDiscovery] Metadata for /Users/rob/code/consulting/cloaked-email-litigation: 29 transcripts, 0 entries, providers: <private>
2025-11-14 23:07:18.659 Df Contextify[2111:138fd41] [dev.contextify:ProjectDiscovery] Metadata for /Users/rob/code/projects/banagale.com: 3 transcripts, 0 entries, providers: <private>
2025-11-14 23:07:18.659 Df Contextify[2111:138fd03] [dev.contextify:ProjectDiscovery] Metadata for /Users/rob/code/projects: 6 transcripts, 0 entries, providers: <private>
2025-11-14 23:07:18.659 Df Contextify[2111:138fd02] [dev.contextify:ProjectDiscovery] Metadata for /Users/rob/code/personal: 1 transcripts, 0 entries, providers: <private>
2025-11-14 23:07:18.660 Df Contextify[2111:138fd41] [dev.contextify:ProjectDiscovery] Metadata for /Users/rob/code: 3 transcripts, 0 entries, providers: <private>
2025-11-14 23:07:18.660 Df Contextify[2111:138fd41] [dev.contextify:ProjectDiscovery] Metadata for /Users/rob/code/projects/contextify-worker-bee: 9 transcripts, 0 entries, providers: <private>
2025-11-14 23:07:18.660 Df Contextify[2111:138fd41] [dev.contextify:ProjectDiscovery] Metadata for /Users/rob/code/personal/recovery: 4 transcripts, 0 entries, providers: <private>
2025-11-14 23:07:18.660 Df Contextify[2111:138fd03] [dev.contextify:ProjectDiscovery] Metadata for /Users/rob/code/projects/cli-ai-setup: 19 transcripts, 0 entries, providers: <private>
2025-11-14 23:07:18.661 Df Contextify[2111:138fd41] [dev.contextify:ProjectDiscovery] Metadata for /Users/rob/Desktop/Video/Star Wars/Star Wars Episode I The Phantom Menace (1999) [1080p]: 3 transcripts, 0 entries, providers: <private>
2025-11-14 23:07:18.661 Df Contextify[2111:138fd02] [dev.contextify:ProjectDiscovery] Metadata for /Users/rob/code/personal/correspondence/oregon-employment-dept: 3 transcripts, 0 entries, providers: <private>
2025-11-14 23:07:18.663 I  Contextify[2111:138fcd3] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 23:07:18.665 I  Contextify[2111:138fcd3] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 23:07:18.668 I  Contextify[2111:138fcd3] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 23:07:18.671 I  Contextify[2111:138fcd3] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 23:07:18.676 I  Contextify[2111:138fcd3] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 23:07:18.679 I  Contextify[2111:138fcd3] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 23:07:18.687 I  Contextify[2111:138fcd3] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 23:07:18.693 I  Contextify[2111:138fcd3] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 23:07:18.699 I  Contextify[2111:138fcd3] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 23:07:18.706 I  Contextify[2111:138fcd3] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 23:07:18.713 I  Contextify[2111:138fcd3] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 23:07:18.720 I  Contextify[2111:138fcd3] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 23:07:18.728 I  Contextify[2111:138fcd3] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 23:07:18.737 I  Contextify[2111:138fcd3] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 23:07:18.746 I  Contextify[2111:138fcd3] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 23:07:18.755 I  Contextify[2111:138fcd3] [dev.contextify:FolderAccess] Resolved bookmark: source=<private> url=<private> stale=false
2025-11-14 23:07:18.762 I  Contextify[2111:138fd02] [dev.contextify:ProjectDiscovery] Discovery complete: 16 projects found
2025-11-14 23:07:18.762 I  Contextify[2111:138fd02] [dev.contextify:ProjectDiscovery] [DISCOVERY-ORDER] Top 3 by activity: contextify (mtime: 2025-11-15 07:07:17 +0000), cloaked-email-litigation (mtime: 2025-11-14 05:29:55 +0000), contextify-worker-bee (mtime: 2025-11-14 00:12:36 +0000)
2025-11-14 23:07:18.762 I  Contextify[2111:138fcd3] [dev.contextify:ProjectsViewModel] [PSTATE-INGEST-DONE] Setting isIngesting = false
2025-11-14 23:07:18.762 I  Contextify[2111:138fcd3] [dev.contextify:ProjectsViewModel] [WELCOME-WATCHERS] Ensuring watchers for 16 projects
2025-11-14 23:07:18.762 I  Contextify[2111:138fd02] [dev.contextify:ProjectActivity] [WATCHER-NOTIFY] Started watcher for project: /Users/rob/code/projects/contextify
2025-11-14 23:07:18.767 I  Contextify[2111:138fcd3] [dev.contextify:UIRender] [TIMELINE-EMPTY] Showing empty state (isIngesting=false, hasProgress=true)
2025-11-14 23:07:18.774 I  Contextify[2111:138fcd3] [dev.contextify:ProjectsViewModel] [WELCOME-WATCHERS] ready=1/16 project=/Users/rob/code/projects/contextify
2025-11-14 23:07:18.774 I  Contextify[2111:138fd02] [dev.contextify:ProjectActivity] [WATCHER-NOTIFY] Started watcher for project: /Users/rob/code/consulting/cloaked-email-litigation
2025-11-14 23:07:18.775 I  Contextify[2111:138fcd3] [dev.contextify:ProjectsViewModel] [WELCOME-WATCHERS] ready=2/16 project=/Users/rob/code/consulting/cloaked-email-litigation
2025-11-14 23:07:18.775 I  Contextify[2111:138fd03] [dev.contextify:ProjectActivity] [WATCHER-NOTIFY] Started watcher for project: /Users/rob/code/projects/contextify-worker-bee
2025-11-14 23:07:18.775 I  Contextify[2111:138fcd3] [dev.contextify:ProjectsViewModel] [WELCOME-WATCHERS] ready=3/16 project=/Users/rob/code/projects/contextify-worker-bee
2025-11-14 23:07:18.775 I  Contextify[2111:138fd02] [dev.contextify:ProjectActivity] [WATCHER-NOTIFY] Started watcher for project: /Users/rob/code/personal/job-hunt-2025
2025-11-14 23:07:18.775 I  Contextify[2111:138fcd3] [dev.contextify:ProjectsViewModel] [WELCOME-WATCHERS] ready=4/16 project=/Users/rob/code/personal/job-hunt-2025
2025-11-14 23:07:18.775 I  Contextify[2111:138fd03] [dev.contextify:ProjectActivity] [WATCHER-NOTIFY] Started watcher for project: /Users/rob/code/personal/correspondence/oregon-employment-dept
2025-11-14 23:07:18.776 I  Contextify[2111:138fcd3] [dev.contextify:ProjectsViewModel] [WELCOME-WATCHERS] ready=5/16 project=/Users/rob/code/personal/correspondence/oregon-employment-dept
2025-11-14 23:07:18.776 I  Contextify[2111:138fd02] [dev.contextify:ProjectActivity] [WATCHER-NOTIFY] Started watcher for project: /Users/rob/Desktop/Video/Star Wars/Star Wars Episode I The Phantom Menace (1999) [1080p]
2025-11-14 23:07:18.776 I  Contextify[2111:138fcd3] [dev.contextify:ProjectsViewModel] [WELCOME-WATCHERS] ready=6/16 project=/Users/rob/Desktop/Video/Star Wars/Star Wars Episode I The Phantom Menace (1999) [1080p]
2025-11-14 23:07:18.776 I  Contextify[2111:138fd03] [dev.contextify:ProjectActivity] [WATCHER-NOTIFY] Started watcher for project: /Users/rob/code/projects/cli-ai-setup
2025-11-14 23:07:18.776 I  Contextify[2111:138fcd3] [dev.contextify:ProjectsViewModel] [WELCOME-WATCHERS] ready=7/16 project=/Users/rob/code/projects/cli-ai-setup
2025-11-14 23:07:18.776 I  Contextify[2111:138fd02] [dev.contextify:ProjectActivity] [WATCHER-NOTIFY] Started watcher for project: /Users/rob/code/personal/recovery
2025-11-14 23:07:18.777 I  Contextify[2111:138fcd3] [dev.contextify:ProjectsViewModel] [WELCOME-WATCHERS] ready=8/16 project=/Users/rob/code/personal/recovery
2025-11-14 23:07:18.777 I  Contextify[2111:138fd02] [dev.contextify:ProjectActivity] [WATCHER-NOTIFY] Started watcher for project: /Users/rob/code
2025-11-14 23:07:18.777 I  Contextify[2111:138fcd3] [dev.contextify:ProjectsViewModel] [WELCOME-WATCHERS] ready=9/16 project=/Users/rob/code
2025-11-14 23:07:18.777 I  Contextify[2111:138fd03] [dev.contextify:ProjectActivity] [WATCHER-NOTIFY] Started watcher for project: /Users/rob/code/personal
2025-11-14 23:07:18.777 I  Contextify[2111:138fcd3] [dev.contextify:ProjectsViewModel] [WELCOME-WATCHERS] ready=10/16 project=/Users/rob/code/personal
2025-11-14 23:07:18.777 I  Contextify[2111:138fd02] [dev.contextify:ProjectActivity] [WATCHER-NOTIFY] Started watcher for project: /Users/rob/code/projects
2025-11-14 23:07:18.778 I  Contextify[2111:138fcd3] [dev.contextify:ProjectsViewModel] [WELCOME-WATCHERS] ready=11/16 project=/Users/rob/code/projects
2025-11-14 23:07:18.778 I  Contextify[2111:138fd03] [dev.contextify:ProjectActivity] [WATCHER-NOTIFY] Started watcher for project: /Users/rob/code/projects/banagale.com
2025-11-14 23:07:18.778 I  Contextify[2111:138fcd3] [dev.contextify:ProjectsViewModel] [WELCOME-WATCHERS] ready=12/16 project=/Users/rob/code/projects/banagale.com
2025-11-14 23:07:18.778 I  Contextify[2111:138fd02] [dev.contextify:ProjectActivity] [WATCHER-NOTIFY] Started watcher for project: /Users/rob/code/personal/correspondence
2025-11-14 23:07:18.778 I  Contextify[2111:138fcd3] [dev.contextify:ProjectsViewModel] [WELCOME-WATCHERS] ready=13/16 project=/Users/rob/code/personal/correspondence
2025-11-14 23:07:18.778 I  Contextify[2111:138fd03] [dev.contextify:ProjectActivity] [WATCHER-NOTIFY] Started watcher for project: /Users/rob
2025-11-14 23:07:18.778 I  Contextify[2111:138fcd3] [dev.contextify:ProjectsViewModel] [WELCOME-WATCHERS] ready=14/16 project=/Users/rob
2025-11-14 23:07:18.778 I  Contextify[2111:138fd02] [dev.contextify:ProjectActivity] [WATCHER-NOTIFY] Started watcher for project: /Users/rob/code/personal/job-hunt-2025/interviews
2025-11-14 23:07:18.779 I  Contextify[2111:138fcd3] [dev.contextify:ProjectsViewModel] [WELCOME-WATCHERS] ready=15/16 project=/Users/rob/code/personal/job-hunt-2025/interviews
2025-11-14 23:07:18.779 I  Contextify[2111:138fd03] [dev.contextify:ProjectActivity] [WATCHER-NOTIFY] Started watcher for project: /Users/rob/code/projects/webviewer
2025-11-14 23:07:18.779 I  Contextify[2111:138fcd3] [dev.contextify:ProjectsViewModel] [WELCOME-WATCHERS] ready=16/16 project=/Users/rob/code/projects/webviewer
2025-11-14 23:07:18.779 I  Contextify[2111:138fcd3] [dev.contextify:ProjectsViewModel] [WELCOME-PHASE] Ready - timeline warm up complete
2025-11-14 23:07:18.779 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [PIPELINE-READY] All criteria met: discovery=true db=true watchers=true
2025-11-14 23:07:18.779 I  Contextify[2111:138fcd3] [dev.contextify:ProjectsViewModel] Discovery and ingestion complete
2025-11-14 23:07:18.782 I  Contextify[2111:138fcd3] [dev.contextify:UIRender] [TIMELINE-EMPTY] Showing empty state (isIngesting=false, hasProgress=false)
2025-11-14 23:07:20.054 I  Contextify[2111:138fcd3] [dev.contextify:WelcomeModal] User clicked Get Started - closing welcome modal
2025-11-14 23:07:20.348 I  Contextify[2111:138fcd3] [dev.contextify:WelcomeModal] [WMODAL-LIFECYCLE] Modal disappeared
2025-11-14 23:07:26.201 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] App resigned active - background processing DISABLED
2025-11-14 23:07:40.367 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] App became active - cancelling background fill task
2025-11-14 23:07:41.045 I  Contextify[2111:1390074] [dev.contextify:TimelineDiagnostics] Captured diagnostic snapshot: 1 issues detected
2025-11-14 23:07:41.045 I  Contextify[2111:1390074] [dev.contextify:TimelineDiagnostics] Captured diagnostic snapshot: 1 issues detected
2025-11-14 23:07:41.046 I  Contextify[2111:1390108] [dev.contextify:TimelineDiagnostics] Captured diagnostic snapshot: 1 issues detected
2025-11-14 23:07:42.537 I  Contextify[2111:1390060] [dev.contextify:LLMHealthCheck] LLM health check: PASSED (response: 'I'm sorry, but I cannot comply with')
2025-11-14 23:07:42.537 I  Contextify[2111:138fcd3] [dev.contextify:StatusBar] Apple Intelligence health check result: <private>
2025-11-14 23:07:42.537 I  Contextify[2111:138fcd3] [dev.contextify:StatusBar] Apple Intelligence: Available ✓
2025-11-14 23:07:44.942 I  Contextify[2111:138fcd3] [dev.contextify:StatusBar] Apple Intelligence health check result: <private>
2025-11-14 23:07:44.942 I  Contextify[2111:138fcd3] [dev.contextify:StatusBar] Apple Intelligence: Available ✓
2025-11-14 23:07:49.030 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] App resigned active - background processing DISABLED
2025-11-14 23:07:52.771 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] App became active - cancelling background fill task
2025-11-14 23:07:58.059 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] App resigned active - background processing DISABLED
2025-11-14 23:08:05.065 I  Contextify[2111:138fcd3] [dev.contextify.timeline:ConversationMonitor] App became active - cancelling background fill task
2025-11-14 23:08:05.938 I  Contextify[2111:138fcd3] [dev.contextify:ProjectSwitcherUI] ProjectTab: user tapped project tab: <private> id=<private>
2025-11-14 23:08:05.938 I  Contextify[2111:138fcd3] [dev.contextify:ProjectSwitcherUI] [SUMM-TAP] User tapped project: <private> id=<private>
2025-11-14 23:08:05.938 I  Contextify[2111:138fcd3] [dev.contextify:ProjectSwitcherUI] [UIOPT-INPUT] 🖱️ Mouse click: Project tab 'contextify'
2025-11-14 23:08:05.938 I  Contextify[2111:138fcd3] [dev.contextify:ProjectSwitcher] [UIOPT-SWITCH-START] switchToProject() called for: 11214BDD-9180-4CD5-B483-6E6C6E90594B
2025-11-14 23:08:05.938 I  Contextify[2111:138fcd3] [dev.contextify:ProjectSwitcher] 🔀 ProjectSwitcher: Switching to project: 11214BDD-9180-4CD5-B483-6E6C6E90594B
2025-11-14 23:08:05.938 I  Contextify[2111:138fcd3] [dev.contextify:ProjectSwitcher] [SUMM-SWITCH] ProjectSwitcherState initiating switch to: 11214BDD-9180-4CD5-B483-6E6C6E90594B
2025-11-14 23:08:05.938 I  Contextify[2111:138fcd3] [dev.contextify:ProjectSwitcher] [SWITCHER-SORT-FROZEN] Freeze activated (reason: <private>) for 4.000000s
2025-11-14 23:08:05.938 I  Contextify[2111:138fcd3] [dev.contextify:ProjectSwitcher] [UIOPT-SWITCH-MARKED] Switch marked in progress (elapsed: 0ms)
2025-11-14 23:08:05.938 I  Contextify[2111:138fcd3] [dev.contextify:ProjectSwitcher] [UIOPT-SWITCH-UI] activeProjectId updated immediately for instant feedback (elapsed: 0ms)
2025-11-14 23:08:05.938 I  Contextify[2111:138fcd3] [dev.contextify:ProjectSwitcher] [UIOPT-SWITCH-SPAWN] Spawning detached task for DB lookup and coordinator call (elapsed: 1ms)
2025-11-14 23:08:05.939 I  Contextify[2111:138fcd3] [dev.contextify:ProjectSwitcher] [FASTPATH-SWITCH] Triggering fast-path preview for project switch: 11214BDD-9180-4CD5-B483-6E6C6E90594B
2025-11-14 23:08:05.939 I  Contextify[2111:1390109] [dev.contextify:ProjectSwitcher] [UIOPT-SWITCH-TASK-SPAWN-DELAY] Task.detached started executing after 0ms delay
2025-11-14 23:08:05.939 I  Contextify[2111:1390109] [dev.contextify:ProjectSwitcher] [UIOPT-SWITCH-TASK-START] Detached task started (elapsed: 1ms)
2025-11-14 23:08:05.939 I  Contextify[2111:1390109] [dev.contextify:ProjectSwitcher] [UIOPT-SWITCH-DB-START] Looking up project in database...
2025-11-14 23:08:05.940 I  Contextify[2111:1390109] [dev.contextify:ProjectSwitcher] [UIOPT-SWITCH-DB-DONE] Database lookup completed in 1ms
2025-11-14 23:08:05.940 I  Contextify[2111:1390109] [dev.contextify:ProjectSwitcher] [SUMM-SWITCH] Calling StartupCoordinator.switchProject(to: <private>)
2025-11-14 23:08:05.941 I  Contextify[2111:1390109] [dev.contextify:ProjectSwitcher] [UIOPT-SWITCH-COORD-START] Calling StartupCoordinator.switchProject()...
2025-11-14 23:08:05.939 I  Contextify[2111:1390387] [dev.contextify:FastPathIngestion] [FAST-PATH-PREVIEW-START] projects=17 active=11214BDD-9180-4CD5-B483-6E6C6E90594B
2025-11-14 23:08:05.944 I  Contextify[2111:138fcd3] [dev.contextify:ProjectSwitcherUI] [UIOPT-TABS-UPDATE] Active project changed from 35E78C35-06C4-4056-A046-C44956E42A0F to 11214BDD-9180-4CD5-B483-6E6C6E90594B
2025-11-14 23:08:05.941 I  Contextify[2111:1390387] [dev.contextify:FastPathIngestion] [FAST-PATH-ENTRY] processProject started for project: 11214BDD-9180-4CD5-B483-6E6C6E90594B
2025-11-14 23:08:05.951 Df Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] 🔄 [COORD-START] User-initiated switch to project: /Users/rob/code/projects/contextify
2025-11-14 23:08:05.952 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [SUMM-COORD] StartupCoordinator.switchProject() called for: <private>
2025-11-14 23:08:05.952 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-START] switchProject() called for: /Users/rob/code/projects/contextify
2025-11-14 23:08:05.952 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-VALIDATE] Checking if path exists...
2025-11-14 23:08:05.952 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-VALIDATE] Path validation complete in 0ms
2025-11-14 23:08:05.952 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] 💾 [COORD-DB-START] Looking up/creating project in database (elapsed: <private>s)
2025-11-14 23:08:05.952 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-DB-START] Starting database lookup/creation...
2025-11-14 23:08:05.952 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-DB-FUNC-START] ensureProjectInDatabase() called
2025-11-14 23:08:05.952 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-DB-TASK-START] Spawning background Task...
2025-11-14 23:08:05.952 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-DB-TASK-EXEC] Task executing on background thread
2025-11-14 23:08:05.952 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-DB-ORCH-START] Creating TranscriptOrchestrator...
2025-11-14 23:08:05.952 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-DB-ORCH-DONE] Orchestrator created in 0ms
2025-11-14 23:08:05.952 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-DB-PROJ-START] Calling getOrCreateProject...
2025-11-14 23:08:05.953 I  Contextify[2111:138fcd3] [dev.contextify:TranscriptOrchestrator] Found existing project: <private> for path: <private>
2025-11-14 23:08:05.953 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-DB-PROJ-DONE] getOrCreateProject returned in 1ms
2025-11-14 23:08:05.953 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-DB-TASK-DONE] Task complete in 1ms
2025-11-14 23:08:05.954 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-DB-TASK-AWAIT] Task.value returned
2025-11-14 23:08:05.954 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-DB-FUNC-DONE] ensureProjectInDatabase() complete in 2ms
2025-11-14 23:08:05.954 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] 💾 [COORD-DB-DONE] Database lookup complete in <private>s | Total: <private>s
2025-11-14 23:08:05.954 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-DB-DONE] Database operation complete in 2ms
2025-11-14 23:08:05.954 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-GIT-START] Resolving git branch...
2025-11-14 23:08:05.954 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-GIT-FUNC-START] resolveGitBranch() called
2025-11-14 23:08:05.954 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-GIT-PRIORITY] userInitiated
2025-11-14 23:08:05.954 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-GIT-TASK-START] Spawning detached Task...
2025-11-14 23:08:05.954 I  Contextify[2111:13902bd] [dev.contextify:StartupCoordinator] [UIOPT-COORD-GIT-TASK-EXEC] Task executing on background thread
2025-11-14 23:08:05.954 I  Contextify[2111:13902bd] [dev.contextify:StartupCoordinator] [UIOPT-COORD-GIT-FIND-START] Calling GitRepositoryResolver.findGitRoot...
2025-11-14 23:08:05.954 I  Contextify[2111:13902bd] [dev.contextify:StartupCoordinator] [UIOPT-COORD-GIT-FIND-DONE] Git root found in 0ms
2025-11-14 23:08:05.955 I  Contextify[2111:13902bd] [dev.contextify:StartupCoordinator] [UIOPT-COORD-GIT-INFO-START] Calling GitRepositoryResolver.computeGitInfo...
2025-11-14 23:08:05.955 I  Contextify[2111:13902bd] [dev.contextify:StartupCoordinator] [UIOPT-COORD-GIT-INFO-DONE] computeGitInfo returned in 1ms
2025-11-14 23:08:05.955 I  Contextify[2111:13902bd] [dev.contextify:StartupCoordinator] [UIOPT-COORD-GIT-TASK-DONE] 1ms (target: 200ms)
2025-11-14 23:08:05.955 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-GIT-TASK-AWAIT] Task.value returned
2025-11-14 23:08:05.955 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-GIT-FUNC-DONE] resolveGitBranch() complete in 2ms
2025-11-14 23:08:05.956 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-GIT-DONE] Git resolution complete in 2ms
2025-11-14 23:08:05.956 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-BOOKMARK-START] Creating security-scoped bookmark...
2025-11-14 23:08:05.962 I  Contextify[2111:1390387] [dev.contextify:FastPathIngestion] [FAST-PATH-TRANSCRIPT] Found 530 transcripts for project 11214BDD-9180-4CD5-B483-6E6C6E90594B
2025-11-14 23:08:05.967 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-BOOKMARK-DONE] Bookmark creation complete in 12ms
2025-11-14 23:08:05.967 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-CONTEXT-START] Creating ActiveProjectContext object...
2025-11-14 23:08:05.967 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-CONTEXT-DONE] Context creation complete in 0ms
2025-11-14 23:08:05.968 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-PERSIST-START] Persisting project path to UserDefaults...
2025-11-14 23:08:05.968 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-PERSIST-DONE] Persistence complete in 1ms
2025-11-14 23:08:05.968 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] 📢 [COORD-PUBLISH-START] Publishing context (elapsed: <private>s)
2025-11-14 23:08:05.968 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [SUMM-COORD] Publishing ActiveProjectContext (id: <private>, path: <private>)
2025-11-14 23:08:05.969 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-PUBLISH-START] Publishing context to subscribers...
2025-11-14 23:08:05.969 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-PUBLISH-FUNC-START] publishContext() called
2025-11-14 23:08:05.969 I  Contextify[2111:138fcd3] [dev.contextify:StartupCoordinator] [UIOPT-COORD-PUBLISH-DEDUPE] Checking for duplicate...
